ctag	en	en_female
fitness_After	After	After
fitness_Before	Before	Before
fitness_Loss	Loss	Loss
fitness_Overall	Overall Fitness	Overall Fitness
focus_Attack	Attack	Attack
focus_Balanced	Balanced	Balanced
focus_Defend	Defend	Defend
focus_Focus	Focus	Focus
formation_Attacking	Attacking	Attacking
formation_Defending	Defending	Defending
formation_Preset	Preset	Preset
frequency_Occasionally	Occasionally	Occasionally
frequency_Often	Often	Often
frequency_Rare	Rarely	Rarely
frequency_Unlikely	Unlikely	Unlikely
gamemode_Arcade	Practice	Practice
gamemode_Career	Play	Play
Games We Like	Games We Like	Games We Like
gamesetting_Difficulty	Difficulty	Difficulty
gamesetting_Easy	Easy	Easy
gamesetting_Hard	Hard	Hard
gamesetting_Normal	Normal	Normal
GoldCardPackDescr	Gold Card Pack	Gold Card Pack
Hi-Score	Hi-Score	Hi-Score
Leaderboards	Leaderboards	Leaderboards
Leadership	Leadership	Leadership
leadership_Average	Average leadership qualities.	Average leadership qualities.
leadership_Excellent	Excellent leadership qualities.	Excellent leadership qualities.
leadership_Good	Good leadership qualities.	Good leadership qualities.
leadership_None	No leadership qualities.	No leadership qualities.
leadership_Poor	Poor leadership qualities.	Poor leadership qualities.
MEGA_CARD	MEGA CARD!!!	MEGA CARD!!!
MSGINSTANT_PERSON_MEETINGBAD1	MEETING¦Thanks a lot boss. Now I feel even worse!	MEETING¦Thanks a lot boss. Now I feel even worse!
MSGINSTANT_PERSON_MEETINGBAD2	MEETING¦Cheers for the meeting boss. Didn't help one bit.	MEETING¦Cheers for the meeting boss. Didn't help one bit.
MSGINSTANT_PERSON_MEETINGBAD3	MEETING¦I feel even worse after that meeting boss!	MEETING¦I feel even worse after that meeting boss!
MSGINSTANT_PERSON_MEETINGBAD4	MEETING¦What was the point of that meeting again boss?	MEETING¦What was the point of that meeting again boss?
MSGINSTANT_PERSON_MEETINGBAD5	MEETING¦Great chat boss. NOT!	MEETING¦Great chat boss. NOT!
Next Fitness Point	Next Fitness Point	Next Fitness Point
Next Match	Next Match	Next Match
Next Opponent	Next Opponent	Next Opponent
Next Skill Point	Next Skill Point	Next Skill Point
Next Teamwork Point	Next Teamwork Point	Next Teamwork Point
Next Youth Prospect	Next Youth Prospect	Next Youth Prospect
Pace Training	Pace Training	Pace Training
Passing Training	Passing Training	Passing Training
personality_Ego	Ego	Ego
personality_Flamboyance	Flamboyance	Flamboyance
personality_HighEgo1	Big-headed	Big-headed
personality_HighEgo2	Self-centred	Self-centred
personality_HighEgo3	Pretentious	Pretentious
personality_HighEgo4	Smug	Smug
personality_HighEgo5	Conceited	Conceited
personality_HighFlamboyance1	Clown	Clown
personality_HighFlamboyance2	Foolish	Foolish
personality_HighFlamboyance3	Daft	Daft
personality_HighFlamboyance4	Crazy	Crazy
personality_HighFlamboyance5	Bonkers	Bonkers
personality_HighIntelligence1	Clever	Clever
personality_HighIntelligence2	Brainy	Brainy
personality_HighIntelligence3	Smart	Smart
personality_HighIntelligence4	Quick-witted	Quick-witted
personality_HighIntelligence5	Bright	Bright
personality_Intelligence	Intelligence	Intelligence
personality_LowEgo1	Restrained	Restrained
personality_LowEgo2	Friendly	Friendly
personality_LowEgo3	Honest	Honest
personality_LowEgo4	Genuine	Genuine
personality_LowEgo5	Humble	Humble
personality_LowFlamboyance1	Shy	Shy
personality_LowFlamboyance2	Modest	Modest
personality_LowFlamboyance3	Introverted	Introverted
personality_LowFlamboyance4	Calm	Calm
personality_LowFlamboyance5	Quiet	Quiet
personality_LowIntelligence1	Thick	Thick
personality_LowIntelligence2	Stupid	Stupid
personality_LowIntelligence3	Ignorant	Ignorant
personality_LowIntelligence4	Feeble-minded	Feeble-minded
personality_LowIntelligence5	Simple	Simple
Player 1	Player 1	Player 1
Player 2	Player 2	Player 2
Player Cam	Player Cam	Player Cam
player_Compare	Compare	Compare
Race	Race	Race
Race Horse	Race Horse	Race Horse
RewardedHint	Watch a video to receive free coins!	Watch a video to receive free coins!
ShopPrice1	Very Low	Very Low
ShopPrice2	Low	Low
ShopPrice3	Average	Average
ShopPrice4	High	High
ShopPrice5	Very High	Very High
ShopPrice6	Extremely High	Extremely High
SilverCardPackDescr	Silver Card Pack	Silver Card Pack
staff_Assign	Assign	Assign
staff_Assign_FitnessCentre	Fitness Centre	Fitness Centre
staff_Assign_General	General	General
staff_Assign_TrainingGround	Training Ground	Training Ground
staff_Assign_YouthAcademy	Youth Academy	Youth Academy
staff_Assignment	Assignment	Assignment
staff_CoachAssignment	Coach Assignment	Coach Assignment
staff_SkillFitness	Fitness	Fitness
staff_SkillPhysio	Physio	Physio
staff_SkillsCoach	Skills Coach	Skills Coach
staff_SkillScouting	Scouting	Scouting
staff_SkillTraining	Skills	Skills
staff_SkillYouth	Youth	Youth
StaffFitnessDescr	Boost Staff Fitness	Boost Staff Fitness
StaffPhysioDescr	Boost Staff Physio Ability	Boost Staff Physio Ability
StaffScoutDescr	Boost Staff Scouting Ability	Boost Staff Scouting Ability
StaffTrainDescr	Boost Staff Skill	Boost Staff Skill
StaffYouthDescr	Boost Staff Youth Ability	Boost Staff Youth Ability
store_Item1	NRG Card	NRG Card
store_Item1_Desc	Increase player or staff energy +50	Increase player or staff energy +50
store_Item10	Player Silver	Player Silver
store_Item10_Desc	1 x Silver quality player	1 x Silver quality player
store_Item11	Player Gold	Player Gold
store_Item11_Desc	1 x Gold quality player	1 x Gold quality player
store_Item12	Player Black	Player Black
store_Item12_Desc	1 x Black quality player	1 x Black quality player
store_Item2	Treatment Card (1)	Treatment Card (1)
store_Item2_Desc	Reduce a player injury by 1 match	Reduce a player injury by 1 match
store_Item3	Treatment Card (3)	Treatment Card (3)
store_Item3_Desc	Reduce a player injury by 3 matches	Reduce a player injury by 3 matches
store_Item4	Team Talk Card	Team Talk Card
store_Item4_Desc	Increase player energy during a match	Increase player energy during a match
store_Item5	Staff Development Card	Staff Development Card
store_Item5_Desc	Increase the rating of a staff member by 1	Increase the rating of a staff member by 1
store_Item6	Appeal Card (1)	Appeal Card (1)
store_Item6_Desc	Reduce a player ban by 1 match	Reduce a player ban by 1 match
store_Item7	Appeal Card (3)	Appeal Card (3)
store_Item7_Desc	Reduce a player ban by 3 matches	Reduce a player ban by 3 matches
store_Item8	Player Meeting Card	Player Meeting Card
store_Item8_Desc	Discuss and resolve issues with a player	Discuss and resolve issues with a player
store_Item9	Player Bronze	Player Bronze
store_Item9_Desc	1 x Bronze quality player	1 x Bronze quality player
tactics_AutoPick	Auto-Pick	Auto-Pick
tactics_Custom	Custom	Custom
tactics_MyTeam	My Team	My Team
tactics_Opponent	Opponent	Opponent
tactics_Position	Position	Position
tactics_Pressing	Pressing	Pressing
tactics_Side	Side	Side
tactics_Stretch	Stretch	Stretch
tactics_Tinker	Tinker	Tinker
tactics_WidePlayersAttack	Wide Players Attack	Wide Players Attack
tactics_Width	Width	Width
Teamwork Points	Teamwork Points	Teamwork Points
televised_Global	Global	Global
televised_National	National	National
televised_No	Not Televised	Not Televised
televised_Regional	Regional	Regional
TICKER_NEWPLAYER_1	Welcome to the NSS Leagues!	Welcome to the NSS Leagues!
TICKER_NEWPLAYER_2	If you want to better understand how to play, why not try the tutorial?	If you want to better understand how to play, why not try the tutorial?
TICKER_NEWPLAYER_3	Remember, the help button on every screen can give useful hints. 	Remember, the help button on every screen can give useful hints. 
TICKER_NEWPLAYER_5	Need some practice? Try choosing Practice Mode on the Main Menu. 	Need some practice? Try choosing Practice Mode on the Main Menu. 
TICKER_NEWPLAYER_6	For more tips and advice about the game, find us on Facebook and Twitter.	For more tips and advice about the game, find us on Facebook and Twitter.
TipOfTheDay	TIP OF THE DAY	TIP OF THE DAY
training_Development	Development	Development
training_Dribbling	Dribbling	Dribbling
training_FitnessPoints	Fitness Points	Fitness Points
training_Heading	Heading	Heading
training_Pace	Pace	Pace
training_Passing	Passing	Passing
training_SetPiece	Set-Piece	Set-Piece
training_Shooting	Shooting	Shooting
training_SkillPoints	Skill Points	Skill Points
training_Start	Start	Start
training_Strength	Strength	Strength
training_Technique	Technique	Technique
training_WeamWorkPoints	Teamwork Points	Teamwork Points
Use Fitness Point	Upgrade Player Fitness	Upgrade Player Fitness
Use Skill Point	Upgrade Player Skill	Upgrade Player Skill
MSGINSTANT_ASSISTANT_LESSTHANMINIMUMSTAFFNUMBER	MESSAGE¦You don't have any staff left! The BOARD have hired a new assistant for you but they are not happy!	MESSAGE¦You don't have any staff left! The BOARD have hired a new assistant for you but they are not happy!
MSGINSTANT_ASSISTANT_MAKEASSISTANT	MESSAGE¦Do you want to make $staffname your assistant?	MESSAGE¦Do you want to make $staffname your assistant?
MSGSOCIALHIGH_ASSISTANT_CONTRACTEXPIRING_1_ASSISTANT	CONTRACT¦I have only 1 match left on his contract, boss. If you don't renew it I will be released by the club.	CONTRACT¦I have only 1 match left on his contract, boss. If you don't renew it I will be released by the club.
MSGSOCIALHIGH_ASSISTANT_CONTRACTEXPIRING_ASSISTANT	CONTRACT¦Boss, I only have $num matches left on my contract.	CONTRACT¦Boss, I only have $num matches left on my contract.
NRGBoostDescr	Boost Player or Staff Energy	Boost Player or Staff Energy


MSGINSTANT_ASSISTANT_SAVECORRUPT	"New Star Manager" has detected corrupt saved data for this profile. In order to continue with your existing squad and settings, the league status needs to be reset to Week 1 of the current season. Your profile's account has been credited with $amount Starbux.	"New Star Manager" has detected corrupt saved data for this profile. In order to continue with your existing squad and settings, the league status needs to be reset to Week 1 of the current season. Your profile's account has been credited with $amount Starbux.

Kit_COLLAR	COLLAR	COLLAR
Kit_SHOULDERS	SHOULDERS	SHOULDERS
squad_INJ	INJ	INJ
squad_SUS	SUS	SUS
squad_advice_InvalidLineUp	INVALID LINE-UP	INVALID LINE-UP
squad_advice_LowEnergy	We need to use some NRG cards before the match.	We need to use some NRG cards before the match.
squad_advice_InvalidPlayer	We have an ineligible player in our starting line-up, boss.	We have an ineligible player in our starting line-up, boss.
squad_advice_InvalidPlayers	We have ineligible players in our starting line-up, boss.	We have ineligible players in our starting line-up, boss.

squad_advice_Treatment	Use TREATMENT cards to reduce injury recovery time.	Use TREATMENT cards to reduce injury recovery time.
squad_advice_Appeal	Use APPEAL cards to reduce ban duration.	Use APPEAL cards to reduce ban duration.
squad_advice_Energy	Use NRG cards to increase squad energy.	Use NRG cards to increase squad energy.
squad_advice_Happiness	Use MEETING cards to improve squad happiness.	Use MEETING cards to improve squad happiness.
squad_advice_Contract	Use MEETING cards to reduce contract concerns.	Use MEETING cards to reduce contract concerns.
squad_advice_Development	Use COACHING cards to reduce development concerns.	Use COACHING cards to reduce development concerns.
squad_advice_TeamForm	Use MEETING cards to reduce team form concerns.	Use MEETING cards to reduce team form concerns.
squad_advice_CoverGK	We are lacking goalkeeper cover at the moment.	We are lacking goalkeeper cover at the moment.
squad_advice_CoverDEF	We are lacking defender cover at the moment.	We are lacking defender cover at the moment.
squad_advice_CoverMID	We are lacking midfielder cover at the moment.	We are lacking midfielder cover at the moment.
squad_advice_CoverATT	We are lacking attacker cover at the moment.	We are lacking attacker cover at the moment.
squad_advice_WeakGK	We should strengthen our squad's goalkeepers.	We should strengthen our squad's goalkeepers.
squad_advice_WeakDEF	We should strengthen our squad's defence.	We should strengthen our squad's defence.
squad_advice_WeakMID	We should strengthen our squad's midfield.	We should strengthen our squad's midfield.
squad_advice_WeakATT	We should strengthen our squad's attack.	We should strengthen our squad's attack.
adviceButton_UseCards	USE CARDS	USE CARDS

MSGINSTANT_ASSISTANT_IAPFAIL_NOCHANGES	MESSAGE¦You've not made any changes.	MESSAGE¦You've not made any changes.
UnlimitedEditor_Descr	Unlimited editing of kit, badge and name.	Unlimited editing of kit, badge and name.
MSGINSTANT_SHEIKH_ENDSEASONRELOCATE	RELOCATE FRANCHISE¦Your time in charge of the team has made a real mark in this country. Would you like the chance to try your managerial skills in another country? If you do choose to move country, you will be starting again from the bottom league with a new team and new facilities.	RELOCATE FRANCHISE¦Your time in charge of the team has made a real mark in this country. Would you like the chance to try your managerial skills in another country? If you do choose to move country, you will be starting again from the bottom league with a new team and new facilities.

ACHIEVEMENT_60	Score a last minute equaliser	Score a last minute equaliser
ACHIEVEMENT_61	Score a last minute winner	Score a last minute winner
ACHIEVEMENT_62	Score direct from a corner	Score direct from a corner
ACHIEVEMENT_63	Score from your own half	Score from your own half
ACHIEVEMENT_64	Come back from 3 goals down	Come back from 3 goals down
ACHIEVEMENT_65	Win Manager of the Year	Win Manager of the Year
ACHIEVEMENT_66	Win a match with 10 men	Win a match with 10 men
ACHIEVEMENT_67	Win a match with 9 men	Win a match with 9 men
ACHIEVEMENT_68	Score 5 goals in a match	Score 5 goals in a match
ACHIEVEMENT_69	Score 10 goals in a match	Score 10 goals in a match
ACHIEVEMENT_70	Make 500 passes	Make 500 passes
ACHIEVEMENT_71	Make 5,000 passes	Make 5,000 passes
ACHIEVEMENT_72	Make 10,000 passes	Make 10,000 passes
ACHIEVEMENT_73	Score 10 penalties	Score 10 penalties
ACHIEVEMENT_74	Score 50 penalties	Score 50 penalties
ACHIEVEMENT_75	Score 100 penalties	Score 100 penalties
ACHIEVEMENT_76	Score 10 headers	Score 10 headers
ACHIEVEMENT_77	Score 50 headers	Score 50 headers
ACHIEVEMENT_78	Score 100 headers	Score 100 headers
ACHIEVEMENT_79	Win 3 league titles	Win 3 league titles
ACHIEVEMENT_80	Win 5 league titles	Win 5 league titles
ACHIEVEMENT_81	Win 10 league titles	Win 10 league titles
ACHIEVEMENT_82	Win 3 cup trophies	Win 3 cup trophies
ACHIEVEMENT_83	Win 5 cup trophies	Win 5 cup trophies
ACHIEVEMENT_84	Win 10 cup trophies	Win 10 cup trophies
ACHIEVEMENT_85	Win 3 continental tournaments	Win 3 continental tournaments
ACHIEVEMENT_86	Win 5 continental tournaments	Win 5 continental tournaments
ACHIEVEMENT_87	Win 10 continental tournaments	Win 10 continental tournaments
ACHIEVEMENT_88	Get maximum addicted rating	Get maximum addicted rating
ACHIEVEMENT_89	Win 3 games in a row	Win 3 games in a row
ACHIEVEMENT_90	Win 5 games in a row	Win 5 games in a row
ACHIEVEMENT_91	Win 10 games in a row	Win 10 games in a row
ACHIEVEMENT_92	Win 20 games in a row	Win 20 games in a row
ACHIEVEMENT_93	Go 10 games unbeaten	Go 10 games unbeaten
ACHIEVEMENT_94	Go 20 games unbeaten	Go 20 games unbeaten
ACHIEVEMENT_95	Go 40 games unbeaten	Go 40 games unbeaten
ACHIEVEMENT_96	Generate 1 million Bux in player sales	Generate 1 million Bux in player sales
ACHIEVEMENT_97	Generate 5 million Bux in player sales	Generate 5 million Bux in player sales
ACHIEVEMENT_98	Generate 10 million Bux in player sales	Generate 10 million Bux in player sales
ACHIEVEMENT_99	Generate 50 million Bux in player sales	Generate 50 million Bux in player sales
ACHIEVEMENT_100	Generate 100 million Bux in player sales	Generate 100 million Bux in player sales
ACHIEVEMENT_101	Spend 1 million Bux on transfer fees	Spend 1 million Bux on transfer fees
ACHIEVEMENT_102	Spend 5 million Bux on transfer fees	Spend 5 million Bux on transfer fees
ACHIEVEMENT_103	Spend 10 million Bux on transfer fees	Spend 10 million Bux on transfer fees
ACHIEVEMENT_104	Spend 50 million Bux on transfer fees	Spend 50 million Bux on transfer fees
ACHIEVEMENT_105	Spend 100 million Bux on transfer fees	Spend 100 million Bux on transfer fees
ACHIEVEMENT_106	Sign 10 players	Sign 10 players
ACHIEVEMENT_107	Sign 50 players	Sign 50 players
ACHIEVEMENT_108	Sign 100 players	Sign 100 players
ACHIEVEMENT_109	Win 5 trophies	Win 5 trophies
ACHIEVEMENT_110	Win 10 trophies	Win 10 trophies
ACHIEVEMENT_111	Win 20 trophies	Win 20 trophies
ACHIEVEMENT_112	Play for 7 consecutive days	Play for 7 consecutive days
ACHIEVEMENT_113	Play for 14 consecutive days	Play for 14 consecutive days
ACHIEVEMENT_114	Play for 30 consecutive days	Play for 30 consecutive days
ACHIEVEMENT_115	Move league once	Move league once
ACHIEVEMENT_116	Move league twice	Move league twice
ACHIEVEMENT_117	Move league three times	Move league three times
ACHIEVEMENT_118	All squad bronze or higher	All squad bronze or higher
ACHIEVEMENT_119	All squad silver or higher	All squad silver or higher
ACHIEVEMENT_120	All squad gold or higher	All squad gold or higher
ACHIEVEMENT_121	All squad black quality	All squad black quality
ACHIEVEMENT_122	All staff bronze or higher	All staff bronze or higher
ACHIEVEMENT_123	All staff silver or higher	All staff silver or higher
ACHIEVEMENT_124	All staff gold or higher	All staff gold or higher
ACHIEVEMENT_125	All staff black quality	All staff black quality
ACHIEVEMENT_126	Save a replay	Save a replay
ACHIEVEMENT_127	Save 5 replays	Save 5 replays
ACHIEVEMENT_128	Save 10 replays	Save 10 replays
ACHIEVEMENT_129	Share a replay	Share a replay
ACHIEVEMENT_130	Sell a player	Sell a player
ACHIEVEMENT_131	Successfully conclude a negotiation	Successfully conclude a negotiation
ACHIEVEMENT_132	Sell a gold quality player	Sell a gold quality player
ACHIEVEMENT_133	Sell a black quality player	Sell a black quality player
ACHIEVEMENT_134	Upgrade a player to bronze	Upgrade a player to bronze
ACHIEVEMENT_135	Upgrade a player to silver	Upgrade a player to silver
ACHIEVEMENT_136	Upgrade a player to gold	Upgrade a player to gold
ACHIEVEMENT_137	Upgrade a player to black	Upgrade a player to black
ACHIEVEMENT_138	Upgrade a coach to bronze	Upgrade a coach to bronze
ACHIEVEMENT_139	Upgrade a coach to silver	Upgrade a coach to silver
ACHIEVEMENT_140	Upgrade a coach to gold	Upgrade a coach to gold
ACHIEVEMENT_141	Upgrade a coach to black	Upgrade a coach to black
ACHIEVEMENT_142	Get 100% PRESS relationship	Get 100% PRESS relationship
ACHIEVEMENT_143	Have a home attendance of 5,000	Have a home attendance of 5,000
ACHIEVEMENT_144	Have a home attendance of 10,000	Have a home attendance of 10,000
ACHIEVEMENT_145	Have a home attendance of 20,000	Have a home attendance of 20,000
ACHIEVEMENT_146	Have a home attendance of 30,000	Have a home attendance of 30,000
ACHIEVEMENT_147	Have a home attendance of 40,000	Have a home attendance of 40,000
ACHIEVEMENT_148	Have a home attendance of 50,000	Have a home attendance of 50,000
ACHIEVEMENT_149	Have a home attendance of 60,000	Have a home attendance of 60,000
LOOT_SECTION_2_CARDTYPE_PLAYER_ANY	PLAYER (Any Position)	PLAYER (Any Position)
LOOT_SECTION_2_CARDTYPE_PLAYER_GK	PLAYER (Goalkeeper)	PLAYER (Goalkeeper)
LOOT_SECTION_2_CARDTYPE_PLAYER_F_0	F-C	F-C
LOOT_SECTION_2_CARDTYPE_PLAYER_F_1	F-L	F-L
LOOT_SECTION_2_CARDTYPE_PLAYER_F_2	F-R	F-R
LOOT_SECTION_2_CARDTYPE_PLAYER_F_3	F-LC	F-LC
LOOT_SECTION_2_CARDTYPE_PLAYER_F_4	F-RC	F-RC
LOOT_SECTION_2_CARDTYPE_PLAYER_F_5	F-LR	F-LR
LOOT_SECTION_2_CARDTYPE_PLAYER_F_6	F-LRC	F-LRC
LOOT_SECTION_2_CARDTYPE_PLAYER_M_0	M-C	M-C
LOOT_SECTION_2_CARDTYPE_PLAYER_M_1	M-L	M-L
LOOT_SECTION_2_CARDTYPE_PLAYER_M_2	M-R	M-R
LOOT_SECTION_2_CARDTYPE_PLAYER_M_3	M-LC	M-LC
LOOT_SECTION_2_CARDTYPE_PLAYER_M_4	M-RC	M-RC
LOOT_SECTION_2_CARDTYPE_PLAYER_M_5	M-LR	M-LR
LOOT_SECTION_2_CARDTYPE_PLAYER_M_6	M-LRC	M-LRC
LOOT_SECTION_2_CARDTYPE_PLAYER_D_0	D-C	D-C
LOOT_SECTION_2_CARDTYPE_PLAYER_D_1	D-L	D-L
LOOT_SECTION_2_CARDTYPE_PLAYER_D_2	D-R	D-R
LOOT_SECTION_2_CARDTYPE_PLAYER_D_3	D-LC	D-LC
LOOT_SECTION_2_CARDTYPE_PLAYER_D_4	D-RC	D-RC
LOOT_SECTION_2_CARDTYPE_PLAYER_D_5	D-LR	D-LR
LOOT_SECTION_2_CARDTYPE_PLAYER_D_6	D-LRC	D-LRC

upsell_GKPACK_HEADER	KEEPER PACK	KEEPER PACK
upsell_GKPACK_INFO	Great keepers to boost your squad!	Great keepers to boost your squad!
upsell_DEFPACK_HEADER	DEFENCE PACK	DEFENCE PACK
upsell_DEFPACK_INFO	Great defenders to boost your squad!	Great defenders to boost your squad!
upsell_MIDPACK_HEADER	MIDFIELD PACK	MIDFIELD PACK
upsell_MIDPACK_INFO	Great midfielders to boost your squad!	Great midfielders to boost your squad!
upsell_ATTPACK_HEADER	ATTACK PACK	ATTACK PACK
upsell_ATTPACK_INFO	Great attackers to boost your squad!	Great attackers to boost your squad!

MSGINSTANT_CHAIRMAN_TRANSFEROFFER1	MESSAGE¦As the chairman of $offerclubname, I'd like to tender a bid of $cashamount for $playername. I think this is a reasonable offer and hope you'll give it serious consideration.	MESSAGE¦As the chairman of $offerclubname, I'd like to tender a bid of $cashamount for $playername. I think this is a reasonable offer and hope you'll give it serious consideration.
MSGINSTANT_CHAIRMAN_TRANSFEROFFER2	MESSAGE¦I'm the chairman of $offerclubname and I'd like to offer $cashamount for $playername. Do we have a deal?	MESSAGE¦I'm the chairman of $offerclubname and I'd like to offer $cashamount for $playername. Do we have a deal?
MSGINSTANT_CHAIRMAN_TRANSFEROFFER3	MESSAGE¦I'm the chairman of $offerclubname and I am interested in purchasing $playername for $cashamount. I'm sure you'll agree it is a very generous offer.	MESSAGE¦I'm the chairman of $offerclubname and I am interested in purchasing $playername for $cashamount. I'm sure you'll agree it is a very generous offer.
MSGINSTANT_ASSISTANT_PRESTIGE_CONFIRMATION	MESSAGE¦Are you absolutely sure boss? Changing leagues isn't for the faint-hearted! You will lose all your ¬r¬players¬s¬, your ¬r¬staff¬s¬, ¬r¬Bux¬s¬, ¬r¬facilities¬s¬ and ¬r¬stadium¬s¬ upgrades, and training, management and staff development ¬r¬cards¬s¬. You will be starting again in a new country, so only carry on if you're completely certain you want to do this.	MESSAGE¦Are you absolutely sure boss? Changing leagues isn't for the faint-hearted! You will lose all your ¬r¬players¬s¬, your ¬r¬staff¬s¬, ¬r¬Bux¬s¬, ¬r¬facilities¬s¬ and ¬r¬stadium¬s¬ upgrades, and training, management and staff development ¬r¬cards¬s¬. You will be starting again in a new country, so only carry on if you're completely certain you want to do this.
MSGINSTANT_REPORTER_PRESTIGE	SPORTS NEWS¦$clubname FC have appointed the highly respected $managername as manager. The official statement from the club reads "We're delighted to announce $managername as our new manager. He brings a wealth of experience and we look forward to fulfilling our shared ambitions over the coming seasons."	SPORTS NEWS¦$clubname FC have appointed the highly respected $managername as manager. The official statement from the club reads "We're delighted to announce $managername as our new manager. She brings a wealth of experience and we look forward to fulfilling our shared ambitions over the coming seasons."
MSGINSTANT_ASSISTANT_PRESTIGE_CONFIRMATION_REJECT	MESSAGE¦Are you sure you want to stay in $leaguename for the next season? If you stay you will need to complete the next season before you have another opportunity to move leagues.	MESSAGE¦Are you sure you want to stay in $leaguename for the next season? If you stay you will need to complete the next season before you have another opportunity to move leagues.
MSGINSTANT_ASSISTANT_PRESTIGE_CONFIRMATION_LEAGUE	MESSAGE¦You will be starting a new season in $leaguename. Your Achievements will carry over but you will lose all your ¬r¬players¬s¬, your ¬r¬staff¬s¬, ¬r¬Bux¬s¬, ¬r¬facilities¬s¬ and ¬r¬stadium¬s¬ upgrades, and training, management and staff development ¬r¬cards¬s¬. Are you sure you want to move to $leaguename now?	MESSAGE¦You will be starting a new season in $leaguename. Your Achievements will carry over but you will lose all your ¬r¬players¬s¬, your ¬r¬staff¬s¬, ¬r¬Bux¬s¬, ¬r¬facilities¬s¬ and ¬r¬stadium¬s¬ upgrades, and training, management and staff development ¬r¬cards¬s¬. Are you sure you want to move to $leaguename now?
prestige_STAY	STAY	STAY
prestige_MOVE	MOVE LEAGUE	MOVE LEAGUE
prestige_BACK2	GO BACK	GO BACK
prestige_CONFIRM	CONFIRM	CONFIRM

league_DATAMESS	Player ratings are available after Round 1	Player ratings are available after Round 1
league_DATAMESSCUP	Player ratings are not available for this competition	Player ratings are not available for this competition

Store_Thousand	K	K
Store_Million	M	M
Store_Free	FREE!	FREE!

MSGINSTANT_REPORTER_NEWS_NEWCOUNTRY	SPORTS NEWS¦Something of a coup $clubname bringing $managername in as their new manager. He has a strong, proven track record and great reputation.	SPORTS NEWS¦Something of a coup $clubname bringing $managername in as their new manager. She has a strong, proven track record and great reputation.
generic_MANAGER	MANAGER	MANAGER
generic_WINNER	WINNER	WINNER
Editor_ComingSoon	EDITING TOOLS COMING SOON!	EDITING TOOLS COMING SOON!
Editor_ComingSoonSubText	Design your own kit, badge and name your team	Design your own kit, badge and name your team

CHINT_PRESTIGING	Check that out boss! When you change leagues, your achievement is recognised with the addition of a star after your name. Great work!	Check that out boss! When you change leagues, your achievement is recognised with the addition of a star after your name. Great work!

advice_AddBux	Add Bux	Add Bux

starting_lineup	Starting Line-Up	Starting Line-Up
squad_advice_energyneg	Player energy could be better.	Player energy could be better.
squad_advice_energypos	Our team looks well energised.	Our team looks well energised.
squad_advice_happinessneg	Player happiness could be improved.	Player happiness could be improved.
squad_advice_rookiesneg	We have too many rookies starting.	We have too many rookies starting.
squad_advice_outpositionneg	Some of our players are out of their position.	Some of our players are out of their position.
Kit_Home_Colours	Home Colours	Home Colours
Kit_Away_Colours	Away Colours	Away Colours

Badge_PRESETS	PRESETS	PRESETS
Badge_RANDOMISE	RANDOMISE	RANDOMISE
Badge_CLEAR_ALL	CLEAR ALL	CLEAR ALL
options_DataConsent	Data Consent	Data Consent
options_MANAGE	MANAGE	MANAGE
options_REWARDEDADS	Rewarded Ads	Rewarded Ads
MSGINSTANT_ASSISTANT_SETTINGSREMOVEADS_CAREER	MESSAGE¦If you have purchased the "Remove Interstitial Ads" feature, you can use this option to hide any offers for rewarded ads. If you wish to redeem rewarded ads in the future then you can turn the offers back on at any time. Would you like to purchase the "Remove Interstitial Ads" feature now?	MESSAGE¦If you have purchased the "Remove Interstitial Ads" feature, you can use this option to hide any offers for rewarded ads. If you wish to redeem rewarded ads in the future then you can turn the offers back on at any time. Would you like to purchase the "Remove Interstitial Ads" feature now?
MSGINSTANT_ASSISTANT_SETTINGSREMOVEADS_OUTCAREER	MESSAGE¦If you have purchased the "Remove Interstitial Ads" feature from the shop, you can use this option to hide any offers for rewarded ads. If you wish to redeem rewarded ads in the future then you can turn the offers back on at any time. Please load or start a career to view purchase options in the shop.	MESSAGE¦If you have purchased the "Remove Interstitial Ads" feature from the shop, you can use this option to hide any offers for rewarded ads. If you wish to redeem rewarded ads in the future then you can turn the offers back on at any time. Please load or start a career to view purchase options in the shop.
message_button_PURCHASE	PURCHASE	PURCHASE

Kit_CHECKS	CHECKS	CHECKS
Kit_DIAGONALHALF	HALF 1	HALF 1
Kit_HORIZONTALHALF	HALF 2	HALF 2
Kit_VERTICALHALF	HALF 3	HALF 3
Kit_VSTRIPE	V STRIPE	V STRIPE
Kit_CENTRESTRIPE	CENTRE STRIPE	CENTRE STRIPE
Kit_SASH	SASH	SASH
Kit_QUARTERS	QUARTERS	QUARTERS

squad_advice_CoverGENERAL	We are lacking general cover at the moment.	We are lacking general cover at the moment.
squad_advice_WeakGENERAL	We should strengthen our squad.	We should strengthen our squad.

CHINT_PLAYERSENTOFF	When you have a player sent off, you can no longer substitute that player. You'll need to substitute someone else and if necessary move them to that player's position.	When you have a player sent off, you can no longer substitute that player. You'll need to substitute someone else and if necessary move them to that player's position.
options_ECOMODE	Eco Mode	Eco Mode
options_QUITTODESKTOP	Quit to Desktop	Quit to Desktop
options_QUIT2	QUIT	QUIT
options_EXITCAREER	Exit Career	Exit Career
options_EXIT	EXIT	EXIT

